COD;MUNI;BCG_2019;BCG_2020;BCG_2021;BCG_2022
260040;AGUA PRETA;25,1;55,14;86,35;102,03
260050;AGUAS BELAS;48,82;35,74;62,37;122,97
260060;ALAGOINHA;67,57;120;103,16;89,43
260070;ALIANCA;80,19;80,57;90,58;121,08
260080;ALTINHO;46,76;81,29;96,36;89,77
260090;AMARAJI;109,87;72,04;69,35;118,38
260100;ANGELIM;12,4;41,09;83,22;106,57
260105;ARACOIABA;79,54;78,22;83,65;127,08
260110;ARARIPINA;150,63;107,59;109,8;130,17
260120;ARCOVERDE;99,83;98,62;90,06;131,62
260130;BARRA DE GUABIRABA;74,71;59,2;52,53;96,89
260140;BARREIROS;74,64;64,96;88,96;89,92
260150;BELEM DE MARIA;58,06;90,32;85,43;104,67
260160;BELEM DE SAO FRANCISCO;96,13;86,45;79,93;122,9
260170;BELO JARDIM;78,84;89,46;111,31;128,11
260180;BETANIA;36,22;61,62;46,71;69,1
260190;BEZERROS;86,01;76,86;83,14;62,55
260200;BODOCO;81,07;99,59;84,81;111,09
260210;BOM CONSELHO;37,83;58,26;83,25;183,22
260220;BOM JARDIM;76,14;78,63;93,63;101,68
260230;BONITO;57,42;86,44;101,51;105,01
260240;BREJAO;17,61;25;40,94;122,99
260250;BREJINHO;46,99;50,6;38,39;117,65
260260;BREJO DA MADRE DE DEUS;73,52;103,7;77,35;64,63
260270;BUENOS AIRES;91,95;85,63;93,05;75,84
260280;BUIQUE;91,26;85,55;89,76;159,32
260290;CABO DE SANTO AGOSTINHO;73,79;52,96;63,69;68,79
260300;CABROBO;87,01;90,4;102,16;138,96
260310;CACHOEIRINHA;32,22;69,26;124,36;144,69
260320;CAETES;71,97;68,39;75,51;105,56
260330;CALCADO;29,41;38,97;51,16;104,1
260340;CALUMBI;25,23;74,77;41,56;171,01
260345;CAMARAGIBE;47,03;46,85;54,89;63,54
260350;CAMOCIM DE SAO FELIX;54,42;91,59;80,65;120,63
260360;CAMUTANGA;87,61;74,34;78,51;100
260370;CANHOTINHO;66,67;78,06;72,21;48,53
260380;CAPOEIRAS;43,59;68,8;73,82;119,11
260390;CARNAIBA;35,69;36,06;72,38;111,15
260392;CARNAUBEIRA DA PENHA;65,17;59,18;49;41,67
260400;CARPINA;87,97;62,72;83,1;87,26
260410;CARUARU;148,49;97,36;83,34;112,74
260415;CASINHAS;74,85;114,37;71,19;129,41
260420;CATENDE;47,53;45,41;67,97;63,3
260430;CEDRO;104,96;87,94;80;128,78
260440;CHA DE ALEGRIA;104,44;80,89;44,86;64,18
260450;CHA GRANDE;67;67;48,21;57,97
260460;CONDADO;73,53;92,35;88,92;103,8
260470;CORRENTES;37,14;19,59;19,46;32,2
260480;CORTES;27,46;68,91;67,5;86,39
260490;CUMARU;64,05;66,67;57,38;49,03
260500;CUPIRA;72,85;92,95;89,06;71,35
260510;CUSTODIA;68,67;84,33;74,62;97,51
260515;DORMENTES;75,71;94,74;93,2;70,77
260520;ESCADA;68,5;35,68;78,39;65,76
260530;EXU;95,72;78,8;67,51;153,08
260540;FEIRA NOVA;106,27;74,93;80,7;90,03
260545;FERNANDO DE NORONHA;39,13;78,26;50;18,18
260550;FERREIROS;73,47;60,54;65,1;135,77
260560;FLORES;34,73;45,42;20,07;61,13
260570;FLORESTA;92,32;98,9;73,2;64,43
260580;FREI MIGUELINHO;57,14;62,14;68,15;180,18
260590;GAMELEIRA;57,14;69,47;110,49;123,51
260600;GARANHUNS;193,46;187,72;191,53;80,07
260610;GLORIA DO GOITA;67,34;79,05;71,15;70,94
260620;GOIANA;90,28;99,41;102,97;153,02
260630;GRANITO;97,89;100;100;113,89
260640;GRAVATA;82,6;64,91;48,55;57,39
260650;IATI;42,45;71,58;91,85;89,09
260660;IBIMIRIM;95,87;83,68;84,13;126,09
260670;IBIRAJUBA;69,79;70,83;101,96;118,75
260680;IGARASSU;71,24;45,53;67,11;95,24
260690;IGUARACY;8;13,33;33,33;74,45
260700;INAJA;70,69;96,98;107,27;130,19
260710;INGAZEIRA;9,26;12,96;10,81;18,52
260720;IPOJUCA;152,84;124,56;97,17;120,41
260730;IPUBI;35,51;76,94;90,96;143,21
260740;ITACURUBA;35,06;27,27;13,24;50
260750;ITAIBA;55,59;37,35;47,63;133,03
260760;ILHA DE ITAMARACA;65,56;49,55;61,63;58,62
260765;ITAMBE;71,88;81,17;105,82;127,66
260770;ITAPETIM;68,26;22,16;78,53;117,22
260775;ITAPISSUMA;81,48;95,37;89,01;63,13
260780;ITAQUITINGA;86,36;66,94;77,49;129,35
260790;JABOATAO DOS GUARARAPES;53,72;66,09;53,46;51,68
260795;JAQUEIRA;48,7;85,49;85,09;169,19
260800;JATAUBA;62,4;32,23;53,6;58,59
260805;JATOBA;87,89;56,05;64,62;59,7
260810;JOAO ALFREDO;76,2;78,47;109,03;98,74
260820;JOAQUIM NABUCO;32,38;59,79;113,37;82,33
260825;JUCATI;17,82;33,33;42,21;95,35
260830;JUPI;43,37;43,37;55,6;86,23
260840;JUREMA;62,67;64,06;63,16;59,6
260845;LAGOA DO CARRO;95,28;94,85;86,64;135,34
260850;LAGOA DE ITAENGA;56,77;63,4;99,35;95,68
260860;LAGOA DO OURO;45,6;41,45;40,7;53,42
260870;LAGOA DOS GATOS;62,3;77,49;88,5;85,1
260875;LAGOA GRANDE;78,38;78,65;38,24;81,72
260880;LAJEDO;63,01;62,85;33,9;63
260890;LIMOEIRO;103,71;96,8;139,03;138,52
260900;MACAPARANA;89,79;82,46;62,78;120,17
260910;MACHADOS;73,11;57,55;81,95;144,51
260915;MANARI;88,31;110,48;77,78;124,39
260920;MARAIAL;33,33;53,75;64,57;124,24
260930;MIRANDIBA;98,37;87,8;99,23;152,5
260940;MORENO;72,69;66,89;90,84;111,73
260950;NAZARE DA MATA;109,68;97,7;96,77;76,26
260960;OLINDA;72,02;76,56;84,08;97,73
260970;OROBO;68,82;50,95;61,13;123,94
260980;OROCO;78,37;76,95;77,08;82,08
260990;OURICURI;90,06;97,24;101,08;121,83
261000;PALMARES;280;77,17;88,45;131,84
261010;PALMEIRINA;21,01;41,18;50,5;100
261020;PANELAS;27,5;60;87,65;83,65
261030;PARANATAMA;53,95;27,44;28,86;116,49
261040;PARNAMIRIM;109,02;104,51;91,45;118,86
261050;PASSIRA;108,29;96,89;91,49;117,17
261060;PAUDALHO;86,21;65,52;73,21;140,69
261070;PAULISTA;78,03;63,91;62,11;54,98
261080;PEDRA;47,14;74,29;112,46;150,3
261090;PESQUEIRA;99,28;72,06;79,91;99,46
261100;PETROLANDIA;108,26;99,69;19,23;89,86
261110;PETROLINA;123,9;65,51;87,12;112,51
261120;POCAO;54,74;94,89;107,19;129,27
261130;POMBOS;91,84;53,32;68,86;80,11
261140;PRIMAVERA;53,06;53,74;43,68;67,65
261150;QUIPAPA;86,62;54,58;58,21;125,52
261153;QUIXABA;34,48;4,6;11,43;78,38
261160;RECIFE;113,78;84,77;79,9;86,13
261170;RIACHO DAS ALMAS;45,86;30,57;81,29;70,69
261180;RIBEIRAO;57,34;83,75;91,14;80,09
261190;RIO FORMOSO;43,45;70,24;68,81;50,31
261200;SAIRE;68,7;86,09;70,87;79,55
261210;SALGADINHO;92,54;108,96;138,81;108,11
261220;SALGUEIRO;114,39;99,7;87,91;128,99
261230;SALOA;47,27;40;101,59;148,39
261240;SANHARO;58,25;70,18;101,75;60,34
261245;SANTA CRUZ;95;127,92;81,6;111,27
261247;SANTA CRUZ DA BAIXA VERDE;25,93;26,46;17,16;85,16
261250;SANTA CRUZ DO CAPIBARIBE;81,01;103,23;65,83;161,93
261255;SANTA FILOMENA;117,37;91,02;91,88;114,79
261260;SANTA MARIA DA BOA VISTA;58,54;89,05;76,62;89,14
261270;SANTA MARIA DO CAMBUCA;63,24;88,73;85,58;124,12
261280;SANTA TEREZINHA;35,37;20,12;32,14;165,05
261290;SAO BENEDITO DO SUL;35,06;74,14;91,67;102,56
261300;SAO BENTO DO UNA;58,87;102,82;109,12;145,53
261310;SAO CAITANO;62,04;84,85;81,99;110,53
261320;SAO JOAO;34,74;46,75;51,13;114,73
261330;SAO JOAQUIM DO MONTE;36,81;78,83;82,91;93,79
261340;SAO JOSE DA COROA GRANDE;53,57;77,68;112,91;162,36
261350;SAO JOSE DO BELMONTE;70,43;59,14;73,49;118,6
261360;SAO JOSE DO EGITO;76,47;94,55;119,95;154,75
261370;SAO LOURENCO DA MATA;93,88;39,25;81,8;109,01
261380;SAO VICENTE FERRER;98,12;81,58;95,02;111,95
261390;SERRA TALHADA;168,69;141,98;196,39;210,24
261400;SERRITA;78,85;89,25;117,07;98,14
261410;SERTANIA;62,66;73,43;62,56;115,56
261420;SIRINHAEM;45,03;48,69;62,09;106,47
261430;MOREILANDIA;87,07;74,15;68,55;108,4
261440;SOLIDAO;11,36;11,36;18,29;22,68
261450;SURUBIM;109,36;91,47;73,72;108,01
261460;TABIRA;14,07;11,81;12,93;25,59
261470;TACAIMBO;53,69;118,12;110,8;73,3
261480;TACARATU;86,54;71,47;86,12;92,38
261485;TAMANDARE;59,9;77,69;91,78;89,18
261500;TAQUARITINGA DO NORTE;89,59;87,12;103,89;90,8
261510;TEREZINHA;53,4;34,95;37,31;44,83
261520;TERRA NOVA;166,06;87,16;86,99;143,75
261530;TIMBAUBA;75;76,05;102,09;151,42
261540;TORITAMA;87,62;60,07;106,96;103,38
261550;TRACUNHAEM;94,38;119,66;123,53;109,85
261560;TRINDADE;31,59;81,42;78,77;116,16
261570;TRIUNFO;27,59;58,13;21,47;84
261580;TUPANATINGA;81,21;77,27;94,24;191,55
261590;TUPARETAMA;34,45;41,18;59,35;75,37
261600;VENTUROSA;130,57;107,86;111,54;142,37
261610;VERDEJANTE;130,1;116,5;92,65;102,76
261618;VERTENTE DO LERIO;59,63;105,5;91,26;88,6
261620;VERTENTES;34,48;32,18;53,79;61,67
261630;VICENCIA;104,44;92,95;88,11;134,96
261640;VITORIA DE SANTO ANTAO;72,48;64;73,28;70,3
261650;XEXEU;49,79;62,24;91,59;75,59
270010;AGUA BRANCA;81,07;47,93;87,31;173,9
270020;ANADIA;99,51;79,02;95,15;121,08
270030;ARAPIRACA;110,43;72,46;75,56;87,56
270040;ATALAIA;77,16;54,47;101,29;121,35
270050;BARRA DE SANTO ANTONIO;61,17;62,46;77,74;158,62
270060;BARRA DE SAO MIGUEL;104,96;70,21;60,98;114,39
270070;BATALHA;103,55;62,77;54,96;123,51
270080;BELEM;77,92;135,06;59,49;82,22
270090;BELO MONTE;96,88;91,67;94,74;143,96
270100;BOCA DA MATA;100;76,25;73,03;124,65
270110;BRANQUINHA;112,97;96,76;111,89;105,2
270120;CACIMBINHAS;29,82;29,24;45,29;108,7
270130;CAJUEIRO;103,91;67,75;67,09;94,75
270135;CAMPESTRE;97,87;117,02;122,58;142,16
270140;CAMPO ALEGRE;68,63;71,67;86,18;92,91
270150;CAMPO GRANDE;80,74;22,96;57,04;62,4
270160;CANAPI;60,15;11,07;52,6;111,58
270170;CAPELA;94,34;69,81;63,75;128,05
270180;CARNEIROS;85,81;85,81;18,24;80
270190;CHA PRETA;58,18;81,82;100;125,84
270200;COITE DO NOIA;83,69;104,26;71,6;108
270210;COLONIA LEOPOLDINA;94,24;100;77,9;92,63
270220;COQUEIRO SECO;109,2;34,48;89,47;136,84
270230;CORURIPE;72,55;57,71;62,81;87,58
270235;CRAIBAS;90,19;32,1;37,84;109,29
270240;DELMIRO GOUVEIA;86,86;39,54;39,55;74,04
270250;DOIS RIACHOS;88,97;19,85;61,03;119,73
270255;ESTRELA DE ALAGOAS;83,25;4,78;43,98;100,99
270260;FEIRA GRANDE;91,24;42,3;45,45;95,67
270270;FELIZ DESERTO;113,33;93,33;38,16;95
270280;FLEXEIRAS;78,24;65,8;77,59;103,41
270290;GIRAU DO PONCIANO;70,45;21,38;35,51;56,52
270300;IBATEGUARA;119,28;57,83;82,53;90,07
270310;IGACI;55,36;16,96;78,53;105,1
270320;IGREJA NOVA;47,01;16,1;46,56;103,69
270330;INHAPI;70;64,48;46,6;83,27
270340;JACARE DOS HOMENS;97,14;59,05;31,76;97,53
270350;JACUIPE;136,73;132,65;77,59;101,45
270360;JAPARATINGA;74,15;53,74;69,03;126,15
270370;JARAMATAIA;119,57;40,22;18,35;92,13
270375;JEQUIA DA PRAIA;113,43;113,43;107,69;126,12
270380;JOAQUIM GOMES;94,37;62,2;85,01;90,67
270390;JUNDIA;44;98;133,33;79,66
270400;JUNQUEIRO;111,84;72,9;55,93;70,4
270410;LAGOA DA CANOA;113,09;25,17;54,64;101,57
270420;LIMOEIRO DE ANADIA;92,13;66,85;84,05;120,93
270430;MACEIO;89,16;88,34;84,95;103,63
270440;MAJOR ISIDORO;48,85;56,15;87,11;104,94
270450;MARAGOGI;98,38;82,19;74,66;100,51
270460;MARAVILHA;43,29;58,54;40,46;147,62
270470;MARECHAL DEODORO;83,77;66,45;64,47;116,89
270480;MARIBONDO;85,87;61,41;85,71;116,97
270490;MAR VERMELHO;50;97,22;109,09;109,52
270500;MATA GRANDE;51;22,92;43,88;77,26
270510;MATRIZ DE CAMARAGIBE;100,25;54,45;58,4;60,86
270520;MESSIAS;99,29;61,79;57,25;65,66
270530;MINADOR DO NEGRAO;43,06;58,33;56;140
270540;MONTEIROPOLIS;145,54;77,68;134,86;168,27
270550;MURICI;84,68;103,63;67,11;132,56
270560;NOVO LINO;67,07;52,69;101,46;78,52
270570;OLHO D'AGUA DAS FLORES;89,81;19,28;45,8;102,8
270580;OLHO D'AGUA DO CASADO;42,34;86,86;96,18;76,87
270590;OLHO D'AGUA GRANDE;100;24,32;23,6;79,1
270600;OLIVENCA;89,44;150,56;100;148,35
270610;OURO BRANCO;103,76;65,59;109,71;85,64
270620;PALESTINA;93,98;26,51;7,79;103,85
270630;PALMEIRA DOS INDIOS;103,22;85,09;87,92;114,4
270640;PAO DE ACUCAR;89,3;103,39;103,97;114,16
270642;PARICONHA;67,53;22,08;27,93;106,29
270644;PARIPUEIRA;86,7;45,06;47;64,46
270650;PASSO DE CAMARAGIBE;79,48;70,74;73,47;99,04
270660;PAULO JACINTO;77,08;62,5;125,64;136,05
270670;PENEDO;109,26;100,61;80,6;99,25
270680;PIACABUCU;72,7;40,46;48,84;95,31
270690;PILAR;92,18;97,34;98,7;80,7
270700;PINDOBA;116,67;173,33;36;97,22
270710;PIRANHAS;85,9;52,93;48,95;102,88
270720;POCO DAS TRINCHEIRAS;63,29;9,66;35,71;64,71
270730;PORTO CALVO;89,01;33,18;17,83;77,16
270740;PORTO DE PEDRAS;107,87;77,17;90,73;125,56
270750;PORTO REAL DO COLEGIO;113,91;46,24;43,86;60
270760;QUEBRANGULO;93,55;56,99;86,81;83,58
270770;RIO LARGO;109,28;61,98;96,17;127,42
270780;ROTEIRO;90,37;138,52;106,06;95,28
270790;SANTA LUZIA DO NORTE;71,9;80,99;111,93;165,25
270800;SANTANA DO IPANEMA;138,69;102,01;91,34;148,86
270810;SANTANA DO MUNDAU;103,89;77,78;98,01;104,07
270820;SAO BRAS;90,38;51,92;68,97;78,82
270830;SAO JOSE DA LAJE;77,78;77,27;93,04;103,97
270840;SAO JOSE DA TAPERA;74,86;57,06;30,69;131,95
270850;SAO LUIS DO QUITUNDE;83,08;65,81;67,75;95,8
270860;SAO MIGUEL DOS CAMPOS;144,67;91,87;48,25;84,48
270870;SAO MIGUEL DOS MILAGRES;50,76;79,55;83,82;101,38
270880;SAO SEBASTIAO;90,3;10,55;49,4;78,27
270890;SATUBA;55,8;16,61;26,52;50,89
270895;SENADOR RUI PALMEIRA;83,5;65,5;52,68;123,16
270900;TANQUE D'ARCA;76,62;27,27;98,41;91,43
270910;TAQUARANA;108,01;39,72;27,48;116,01
270915;TEOTONIO VILELA;95,57;110,98;92,45;130,02
270920;TRAIPU;54,63;23,32;22,35;98,81
270930;UNIAO DOS PALMARES;96,24;95,77;108,25;135,72
270940;VICOSA;99,04;75,6;87,01;55,32
280010;AMPARO DE SAO FRANCISCO;71,79;84,62;97,37;36,36
280020;AQUIDABA;80,07;76,22;92,15;59,74
280030;ARACAJU;93,86;83,8;95,04;175,91
280040;ARAUA;83,77;85,71;95,49;111,72
280050;AREIA BRANCA;80,97;47,39;78,57;43,43
280060;BARRA DOS COQUEIROS;99,61;95,29;87,59;66,85
280067;BOQUIM;83;87;61,49;36,62
280070;BREJO GRANDE;76,52;109,09;123,33;50,6
280100;CAMPO DO BRITO;115,02;38,34;75,57;121,3
280110;CANHOBA;78,46;104,62;100;69,44
280120;CANINDE DE SAO FRANCISCO;58,35;33,05;61,01;106,48
280130;CAPELA;85,37;89,76;93,49;96,44
280140;CARIRA;66,45;38,21;91,78;41,51
280150;CARMOPOLIS;104,35;58,86;73,2;68,92
280160;CEDRO DE SAO JOAO;71,79;71,79;81,16;39,06
280170;CRISTINAPOLIS;86,47;78,55;39,33;35,43
280190;CUMBE;61,4;47,37;41,67;22,22
280200;DIVINA PASTORA;77,78;91,67;132,79;54,17
280210;ESTANCIA;82,81;75,2;48,23;30,78
280220;FEIRA NOVA;89,36;38,3;63,64;23,71
280230;FREI PAULO;75,42;34,58;96,03;72,22
280240;GARARU;67,76;51,97;74,62;42,5
280250;GENERAL MAYNARD;94;52;76,47;46,43
280260;GRACHO CARDOSO;77,5;40;112,16;80,95
280270;ILHA DAS FLORES;77,86;91,43;114,73;84,72
280280;INDIAROBA;95,74;79,43;42,01;31,45
280290;ITABAIANA;85,56;52,05;99,25;105,75
280300;ITABAIANINHA;86,76;69,44;50,52;116,82
280310;ITABI;147,54;77,05;79,63;119,3
280320;ITAPORANGA D'AJUDA;79,72;86,83;102,82;46,67
280330;JAPARATUBA;76,36;73,26;100,9;58,6
280340;JAPOATA;88,18;94,58;90,82;55,56
280350;LAGARTO;118,55;75,31;64,21;61,11
280360;LARANJEIRAS;67,99;81,9;94,4;74,72
280370;MACAMBIRA;93,06;73,61;143,62;117,44
280380;MALHADA DOS BOIS;126,32;119,3;82,54;53,52
280390;MALHADOR;56,82;35,8;90,06;34,97
280400;MARUIM;70,25;84,23;98,26;52,42
280410;MOITA BONITA;80,95;58,1;164,89;74,8
280420;MONTE ALEGRE DE SERGIPE;72,03;56,78;119,09;97,98
280430;MURIBECA;87,62;95,24;83,93;51,28
280440;NEOPOLIS;66,39;61,41;86,97;50
280445;NOSSA SENHORA APARECIDA;57,69;24,04;175,25;121,43
280450;NOSSA SENHORA DA GLORIA;63,48;110,22;218,36;150,5
280460;NOSSA SENHORA DAS DORES;82,56;76,74;91,96;70,69
280470;NOSSA SENHORA DE LOURDES;83,84;74,75;164,38;189,55
280480;NOSSA SENHORA DO SOCORRO;76,01;83,86;89,68;96,64
280490;PACATUBA;72,34;89,36;105,98;98,1
280500;PEDRA MOLE;52,27;27,27;148,28;146,34
280510;PEDRINHAS;75;79,03;63,41;41,96
280520;PINHAO;69,74;78,95;127,85;213,51
280530;PIRAMBU;70,48;82,53;82,03;55,63
280540;POCO REDONDO;61,72;62,27;103,6;102,63
280550;POCO VERDE;95,16;67,82;66,04;135,36
280560;PORTO DA FOLHA;72,87;54,26;54,48;43,56
280570;PROPRIA;80,95;82,94;87,29;102,78
280580;RIACHAO DO DANTAS;75;68,95;70,65;56,09
280590;RIACHUELO;92,73;82,42;75;47,95
280600;RIBEIROPOLIS;63,87;95,81;156,02;121,54
280610;ROSARIO DO CATETE;80,33;79,78;89,17;58,68
280620;SALGADO;75,35;80,9;78,46;99,61
280630;SANTA LUZIA DO ITANHY;96,17;72,77;55,61;56,04
280640;SANTANA DO SAO FRANCISCO;52,07;94,21;128,28;136,21
280650;SANTA ROSA DE LIMA;62,5;91,67;153,33;89,71
280660;SANTO AMARO DAS BROTAS;94,64;73,21;78,49;59,62
280670;SAO CRISTOVAO;77,85;89,19;94,33;89,54
280680;SAO DOMINGOS;61,69;27,27;86,05;64,91
280690;SAO FRANCISCO;75;91,07;104,44;81,48
280700;SAO MIGUEL DO ALEIXO;58,82;50,98;84,09;96,3
280710;SIMAO DIAS;86,74;91,44;69,18;69,18
280720;SIRIRI;105,26;97,37;64,39;140,18
280730;TELHA;75,93;111,11;87,5;121,28
280740;TOBIAS BARRETO;82,38;99,14;95,15;140,82
280750;TOMAR DO GERU;160,94;58,33;51,32;104,52
280760;UMBAUBA;77,8;90;68,7;108,81
290010;ABAIRA;63,64;95,45;97,96;156,52
290020;ABARE;75,76;64,39;58,8;101,57
290030;ACAJUTIBA;37,77;50,53;69,89;116,98
290035;ADUSTINA;46,29;22,86;50,31;138,46
290040;AGUA FRIA;35,29;53,53;56,93;101,57
290050;ERICO CARDOSO;89,81;81,48;80,61;101,85
290060;AIQUARA;72,06;48,53;69,49;238,64
290070;ALAGOINHAS;13,84;43,2;81,81;84,69
290080;ALCOBACA;101,02;120,82;83,33;79,88
290090;ALMADINA;80,26;68,42;49,09;127,12
290100;AMARGOSA;70,35;64,5;67,42;86,49
290110;AMELIA RODRIGUES;71,17;53,6;66,5;84,57
290115;AMERICA DOURADA;86,7;81,55;100,49;129,19
290120;ANAGE;3,29;5,16;8,41;52,28
290130;ANDARAI;84,66;16,48;14,43;71,11
290135;ANDORINHA;53,65;45,31;61,02;77,4
290140;ANGICAL;43,6;23,84;27,37;91,3
290150;ANGUERA;68,29;47,56;120,45;188,68
290160;ANTAS;763,57;775,71;16,54;33,33
290170;ANTONIO CARDOSO;44,53;58,39;90,91;74,47
290180;ANTONIO GONCALVES;42,42;45,45;36,36;17,5
290190;APORA;55,79;33,16;48,59;92,9
290195;APUAREMA;84,52;107,14;96,15;131,07
290200;ARACATU;117,9;91,98;106,75;143,67
290205;ARACAS;76,32;65,13;51,83;70,86
290210;ARACI;67,47;66,8;98,25;150,53
290220;ARAMARI;27,73;44,54;99,09;100
290225;ARATACA;94,92;32,2;40,74;89,21
290230;ARATUIPE;43,7;19,26;20,16;82,22
290240;AURELINO LEAL;98,55;48,79;80,34;102,63
290250;BAIANOPOLIS;46,39;54,22;26,79;52,69
290260;BAIXA GRANDE;87;80,27;68,93;84,8
290265;BANZAE;81,22;49,24;69,02;70,19
290270;BARRA;92,32;76,22;71,47;77,22
290280;BARRA DA ESTIVA;72,22;78,5;81,33;76,72
290290;BARRA DO CHOCA;48,8;27,36;38,22;61,48
290300;BARRA DO MENDES;95,61;86,34;31,32;160,14
290310;BARRA DO ROCHA;75;108,33;64,94;135,59
290320;BARREIRAS;110,98;108,92;103,91;78,11
290323;BARRO ALTO;65,71;95,43;91,08;116,03
290327;BARROCAS;79,72;47;72,33;149,41
290330;BARRO PRETO;72,28;36,63;64,38;118,03
290340;BELMONTE;65,01;41,98;34,53;50,63
290350;BELO CAMPO;103,96;104,85;128,38;130,59
290360;BIRITINGA;98,38;40,54;33,81;83,18
290370;BOA NOVA;54,92;77,72;81,22;117,05
290380;BOA VISTA DO TUPIM;18,49;8,82;15,38;21,79
290390;BOM JESUS DA LAPA;102,51;101,47;116,32;110,49
290395;BOM JESUS DA SERRA;42,11;9,77;13,51;24,8
290400;BONINAL;73,03;53,93;46,41;56,67
290405;BONITO;25,19;48,09;24,41;43,27
290410;BOQUIRA;88,19;37,4;73,96;63,97
290420;BOTUPORA;160,66;68,85;38,69;100,76
290430;BREJOES;52,05;45,61;40,54;89,21
290440;BREJOLANDIA;114,29;20,24;38,24;62,24
290450;BROTAS DE MACAUBAS;126,47;79,41;14,91;84,93
290460;BRUMADO;110,94;98,62;101,76;135,28
290470;BUERAREMA;77,29;65,07;59,53;143,07
290475;BURITIRAMA;122,57;72,1;40,97;93,23
290480;CAATIBA;76,39;41,67;22,62;98,48
290485;CABACEIRAS DO PARAGUACU;79,6;29,6;55,88;133,17
290490;CACHOEIRA;35,1;49,49;75,7;98,06
290500;CACULE;106,34;119,78;101,72;132,58
290510;CAEM;73,91;44,72;57,94;81,21
290515;CAETANOS;29,2;38,05;39,53;120,49
290520;CAETITE;46,82;34,83;52,15;64,64
290530;CAFARNAUM;112,06;62,06;80,97;136,1
290540;CAIRU;22,57;48,96;76,19;152,15
290550;CALDEIRAO GRANDE;95,63;77,18;49,09;74,87
290560;CAMACAN;84,14;66,4;101,19;120,58
290570;CAMACARI;59,6;70,22;75,09;114,59
290580;CAMAMU;77,05;71,39;71,45;98,07
290590;CAMPO ALEGRE DE LOURDES;77,8;84,44;58,8;78,1
290600;CAMPO FORMOSO;103,14;70,89;80,29;92,51
290610;CANAPOLIS;84,67;79,33;110;120,31
290620;CANARANA;93,58;68,98;74,74;114,38
290630;CANAVIEIRAS;53,62;72,05;103,27;83,76
290640;CANDEAL;59,09;46,36;95,45;161,29
290650;CANDEIAS;149,4;116,2;119,05;111,28
290660;CANDIBA;75,46;112,27;101,41;105,33
290670;CANDIDO SALES;43,99;44,87;45,05;117,6
290680;CANSANCAO;44,82;56,37;68,02;93,78
290682;CANUDOS;77,59;93,1;103,73;150,95
290685;CAPELA DO ALTO ALEGRE;85,05;28,04;67,68;105,83
290687;CAPIM GROSSO;101,56;97,66;53,57;94,18
290689;CARAIBAS;33,98;13,59;9,52;98,86
290690;CARAVELAS;93,08;108,08;95,24;109,36
290700;CARDEAL DA SILVA;46,51;30,23;41,13;89,81
290710;CARINHANHA;94,31;32,23;101,67;116,86
290720;CASA NOVA;60,44;71,02;76,15;103,35
290730;CASTRO ALVES;88,14;77,97;86,9;96,07
290740;CATOLANDIA;71,19;23,73;34;69,05
290750;CATU;80,99;63,77;66,41;73,02
290755;CATURAMA;70,89;82,28;72,22;60,24
290760;CENTRAL;88,75;50,83;78,8;126,24
290770;CHORROCHO;30,39;22,1;26,9;60,99
290780;CICERO DANTAS;46,09;66,76;33,65;79,68
290790;CIPO;70,71;94,61;60,39;101,82
290800;COARACI;103,01;69,92;71,05;158,46
290810;COCOS;80,66;87,23;81,53;102,92
290820;CONCEICAO DA FEIRA;37,22;57,4;52,05;88,24
290830;CONCEICAO DO ALMEIDA;50,33;28,76;25,34;124,22
290840;CONCEICAO DO COITE;75,98;84,64;84,15;88,26
290850;CONCEICAO DO JACUIPE;85,95;67,77;108,41;95,7
290860;CONDE;27,07;32,6;29,38;38,08
290870;CONDEUBA;73,74;66,48;34,33;51,89
290880;CONTENDAS DO SINCORA;58,82;194,12;48,94;142,86
290890;CORACAO DE MARIA;21,64;73,13;88,56;122,42
290900;CORDEIROS;51,25;62,5;67,9;93,75
290910;CORIBE;122,02;41,07;38,58;117,57
290920;CORONEL JOAO SA;58,85;42,71;49,77;65,52
290930;CORRENTINA;81,75;50,95;35,75;99,52
290940;COTEGIPE;43,23;42,58;31,55;94,19
290950;CRAVOLANDIA;86,84;51,32;53,45;72,6
290960;CRISOPOLIS;32,08;12,45;89;106,19
290970;CRISTOPOLIS;45,29;35,88;42,13;89,29
290980;CRUZ DAS ALMAS;81,61;90,51;115,62;168,07
290990;CURACA;68,43;84,48;83,62;116,52
291000;DARIO MEIRA;108,28;58,58;61,44;108,82
291005;DIAS D'AVILA;69,3;70,74;70,58;120,17
291010;DOM BASILIO;71,08;38,55;81,54;106,56
291020;DOM MACEDO COSTA;6,9;24,14;31,48;51,92
291030;ELISIO MEDRADO;102,53;34,18;21,69;39,29
291040;ENCRUZILHADA;76,59;57,14;35,82;63,37
291050;ENTRE RIOS;64,18;53,82;38,19;58,43
291060;ESPLANADA;101,25;105,83;64,12;65,79
291070;EUCLIDES DA CUNHA;90,2;113,23;85,8;116,75
291072;EUNAPOLIS;108,8;90,21;69,69;104,7
291075;FATIMA;69,11;63,87;58,79;117,37
291077;FEIRA DA MATA;216,67;208,33;182,61;125
291080;FEIRA DE SANTANA;87,61;62,89;59,12;55,76
291085;FILADELFIA;122,96;86,77;100,79;130,04
291090;FIRMINO ALVES;70,45;25;50;118
